Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_a,char_s,char_n,char_i,char_r,char_l,char_t,char_o,char_u,char_d,char_c,char_m,char_p,char_v,char_g,char_b,char_f,char_h,char_q,Language,char_k,char_y,char_j,char_w,char_z,char_ſ,char_ī,char_é,char_þ,char_ä,char_ö,char_á,char_æ,char_о,char_а,char_е,char_к,char_и,char_т,char_н,char_р,char_л,char_с,char_в,char_у,char_п,char_д,char_б,char_ь,char_м,char_ч,char_я,char_í,char_å,char_ó
Ann Radcliffe,e,13.55,t,9.22,a,7.56,o,7.54,n,6.94,h,6.81,i,6.51,s,6.3,r,5.98,d,4.54,13.55,7.56,6.3,6.94,6.51,5.98,3.79,9.22,7.54,2.79,4.54,2.7,2.71,1.71,,1.75,1.29,2.21,6.81,,English,,1.76,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Katharine Green,e,12.54,t,9.07,o,7.91,a,7.66,i,7.07,n,6.72,h,6.29,s,6.2,r,5.99,d,4.43,12.54,7.66,6.2,6.72,7.07,5.99,3.66,9.07,7.91,2.91,4.43,2.62,2.76,1.91,,1.82,1.42,2.27,6.29,,English,,2.06,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Mary Galbraith,e,12.7,t,9.79,o,7.88,a,7.5,i,7.4,n,6.97,s,6.83,r,5.98,h,5.33,l,3.82,12.7,7.5,6.83,6.97,7.4,5.98,3.82,9.79,7.88,2.74,3.72,3.41,2.37,1.99,,1.86,1.68,2.97,5.33,,English,,1.58,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Sewell,e,12.14,t,9.02,a,8.49,o,8.14,n,6.62,h,6.49,i,6.09,s,5.96,r,5.8,d,4.91,12.14,8.49,5.96,6.62,6.09,5.8,4.0,9.02,8.14,2.93,4.91,1.91,2.62,1.35,,2.27,1.6,1.99,6.49,,English,,2.31,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Steese Richardson,e,12.65,t,9.08,o,7.85,a,7.6,r,6.88,n,6.68,i,6.49,s,6.4,h,5.25,d,4.0,12.65,7.6,6.4,6.68,6.49,6.88,3.91,9.08,7.85,3.09,4.0,2.96,2.52,1.92,,2.02,1.53,2.3,5.25,,English,,2.22,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne Brontë,e,12.17,t,8.94,o,7.83,a,7.64,i,7.22,n,7.05,s,6.1,h,5.87,r,5.76,d,4.48,12.17,7.64,6.1,7.05,7.22,5.76,4.26,8.94,7.83,3.31,4.48,2.26,3.0,1.57,,1.98,1.53,2.23,5.87,,English,,2.33,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne Douglas Sedgwick,e,12.75,t,8.62,a,8.22,o,7.55,n,6.96,i,6.63,h,6.39,s,6.32,r,5.77,d,4.72,12.75,8.22,6.32,6.96,6.63,5.77,4.17,8.62,7.55,2.87,4.72,2.09,2.61,1.5,,1.99,1.55,2.09,6.39,,English,,2.4,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annie Besant,e,12.21,t,9.8,o,7.74,i,7.65,a,7.3,n,6.82,s,6.56,r,5.99,h,5.62,l,4.19,12.21,7.3,6.56,6.82,7.65,5.99,4.19,9.8,7.74,3.02,3.41,2.99,2.37,2.05,,2.18,1.51,3.08,5.62,,English,,1.75,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annie S. Swan,e,12.83,t,8.83,a,7.95,o,7.19,n,6.9,i,6.7,h,6.54,r,6.39,s,6.08,d,4.62,12.83,7.95,6.08,6.9,6.7,6.39,4.0,8.83,7.19,2.8,4.62,2.25,2.41,1.63,,2.2,1.65,2.33,6.54,,English,,2.1,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,e,12.42,t,9.09,a,7.85,o,7.5,n,6.94,i,6.75,h,6.23,s,6.13,r,6.01,d,4.58,12.42,7.85,6.13,6.94,6.75,6.01,3.85,9.09,7.5,2.82,4.58,2.61,2.58,1.84,,1.97,1.54,2.36,6.23,,English,,1.87,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Berkeley,e,11.99,t,9.67,o,8.3,a,7.62,i,6.92,n,6.84,s,6.06,r,5.96,h,5.91,d,4.08,11.99,7.62,6.06,6.84,6.92,5.96,4.06,9.67,8.3,3.1,4.08,2.4,2.44,1.8,,2.29,1.51,1.97,5.91,,English,,2.56,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Hope,e,12.37,t,8.96,a,8.19,o,7.43,i,7.0,n,6.77,h,6.29,s,5.92,r,5.82,d,5.01,12.37,8.19,5.92,6.77,7.0,5.82,3.97,8.96,7.43,2.94,5.01,2.16,2.73,1.65,,2.14,1.41,2.25,6.29,,English,,2.07,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Trollope,e,12.42,t,9.7,o,8.33,a,7.71,h,7.04,n,6.63,i,6.27,r,6.13,s,5.83,d,4.22,12.42,7.71,5.83,6.63,6.27,6.13,3.5,9.7,8.33,2.74,4.22,2.59,2.53,1.66,,2.2,1.74,2.33,7.04,,English,,1.78,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Simon Maillard,e,12.83,t,10.36,o,7.89,a,7.44,i,7.1,n,6.98,s,6.37,h,6.25,r,6.21,l,3.3,12.83,7.44,6.37,6.98,7.1,6.21,3.3,10.36,7.89,2.68,3.2,2.91,2.61,1.82,,1.98,1.48,2.53,6.25,,English,,1.97,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Checkov,e,11.9,t,8.65,o,8.36,a,8.31,i,7.41,n,7.06,s,6.38,r,5.93,h,5.32,l,4.03,11.9,8.31,6.38,7.06,7.41,5.93,4.03,8.65,8.36,3.14,3.62,2.14,2.7,1.63,,2.23,1.42,2.37,5.32,,English,,2.65,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Chekhov,e,12.08,t,8.85,a,8.33,o,7.74,n,7.17,i,6.89,h,6.45,s,6.29,r,5.44,d,4.52,12.08,8.33,6.29,7.17,6.89,5.44,4.06,8.85,7.74,2.85,4.52,2.1,2.43,1.54,,2.38,1.42,2.01,6.45,,English,,2.3,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Pigafetta,e,12.46,a,9.85,t,8.4,o,8.21,n,7.17,i,7.07,r,5.82,s,4.93,h,4.88,l,4.51,12.46,9.85,4.93,7.17,7.07,5.82,4.51,8.4,8.21,2.82,3.99,3.05,2.47,2.11,,2.02,1.37,1.93,4.88,,English,,,,1.51,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apicius,e,11.87,i,8.27,t,8.21,a,8.11,o,7.28,n,6.78,s,6.68,r,6.59,h,4.44,l,4.33,11.87,8.11,6.68,6.78,8.27,6.59,4.33,8.21,7.28,3.32,3.75,3.57,2.58,2.77,,1.8,1.63,2.2,4.44,,English,,1.37,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apollonius Rhodius,e,13.02,t,9.16,a,7.95,h,7.69,o,7.28,n,6.66,s,6.62,r,6.14,i,6.02,d,4.72,13.02,7.95,6.62,6.66,6.02,6.14,3.79,9.16,7.28,2.66,4.72,2.08,2.34,1.65,,2.06,1.51,2.58,7.69,,English,,1.85,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archibald Marshall,e,12.37,t,9.43,a,7.98,o,7.88,h,7.13,i,6.88,n,6.49,s,5.88,r,5.49,d,4.43,12.37,7.98,5.88,6.49,6.88,5.49,4.02,9.43,7.88,2.94,4.43,2.04,2.46,1.42,,2.18,1.67,2.26,7.13,,English,,2.15,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristophanes,e,11.93,t,8.95,a,8.09,o,8.05,i,7.16,s,6.64,r,6.23,n,6.18,h,5.41,l,4.35,11.93,8.09,6.64,6.18,7.16,6.23,4.35,8.95,8.05,3.26,3.52,2.98,2.55,2.1,,2.07,1.52,2.24,5.41,,English,,2.43,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristotle,e,12.84,t,10.02,o,7.95,a,7.69,i,7.32,n,6.92,s,6.87,h,5.99,r,5.99,l,3.52,12.84,7.69,6.87,6.92,7.32,5.99,3.52,10.02,7.95,2.63,3.13,3.12,2.44,1.97,,1.68,1.67,2.5,5.99,,English,,1.73,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnold Bennett,e,11.96,t,9.62,o,8.41,a,7.6,i,7.46,n,7.03,r,6.06,s,5.94,h,4.72,l,3.86,11.96,7.6,5.94,7.03,7.46,6.06,3.86,9.62,8.41,3.6,3.34,2.87,2.46,2.1,,2.07,1.48,2.53,4.72,,English,,2.67,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnold Henry Savage Landor,e,12.5,t,9.15,a,8.69,o,7.45,n,6.92,i,6.82,r,6.39,s,6.16,h,5.55,l,4.18,12.5,8.69,6.16,6.92,6.82,6.39,4.18,9.15,7.45,2.78,3.99,2.78,2.46,1.82,,2.05,1.56,2.37,5.55,,English,,1.63,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrian of Nicomedia,e,12.6,t,9.2,a,8.97,i,7.07,o,6.86,n,6.81,h,6.58,s,6.55,r,6.25,d,4.32,12.6,8.97,6.55,6.81,7.07,6.25,3.3,9.2,6.86,2.52,4.32,2.87,2.39,1.87,,1.76,1.5,2.38,6.58,,English,,1.63,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Applin,e,12.78,t,9.11,a,8.07,o,7.24,i,7.07,n,7.03,r,6.58,s,6.05,h,5.71,l,4.06,12.78,8.07,6.05,7.03,7.07,6.58,4.06,9.11,7.24,2.58,4.03,2.96,2.4,1.91,,2.07,1.5,2.47,5.71,,English,,1.67,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Charles Fox-Davies,e,12.68,t,8.86,a,8.2,o,7.39,r,7.24,n,6.94,i,6.92,s,6.64,h,5.38,l,4.16,12.68,8.2,6.64,6.94,6.92,7.24,4.16,8.86,7.39,2.64,3.81,3.17,2.4,1.87,,1.92,1.72,2.91,5.38,,English,,1.52,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Conan Doyle,e,12.32,t,9.06,a,8.07,o,7.84,i,6.9,n,6.64,h,6.42,s,6.18,r,5.88,d,4.27,12.32,8.07,6.18,6.64,6.9,5.88,3.91,9.06,7.84,3.05,4.27,2.58,2.69,1.68,,1.9,1.47,2.16,6.42,,English,,2.07,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur D. Howden Smith,e,12.55,t,8.75,a,8.1,o,7.57,s,6.39,i,6.39,h,6.38,n,6.38,r,6.2,d,4.59,12.55,8.1,6.39,6.38,6.39,6.2,4.05,8.75,7.57,3.18,4.59,2.46,2.6,1.77,,2.02,1.56,2.31,6.38,,English,,2.15,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Dow,e,11.93,t,9.11,i,7.91,o,7.85,a,7.75,n,7.66,s,6.53,r,6.51,h,4.33,l,3.93,11.93,7.75,6.53,7.66,7.91,6.51,3.93,9.11,7.85,2.78,3.43,3.43,2.27,2.81,,2.21,1.54,2.47,4.33,,English,,1.52,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur G. Doughty,e,12.78,t,9.55,a,8.15,o,8.06,n,7.49,i,6.82,r,6.5,s,5.91,h,5.64,d,4.33,12.78,8.15,5.91,7.49,6.82,6.5,3.52,9.55,8.06,2.52,4.33,3.21,2.22,1.92,,1.52,1.62,2.61,5.64,,English,,1.6,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Machen,e,12.54,t,9.26,a,8.13,o,7.7,n,7.03,i,6.81,s,6.09,r,6.0,h,5.96,d,4.4,12.54,8.13,6.09,7.03,6.81,6.0,3.91,9.26,7.7,2.95,4.4,2.59,2.51,1.63,,2.01,1.5,2.23,5.96,,English,,2.03,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Preston Hankins,e,12.02,t,9.58,a,8.26,o,7.84,n,7.06,i,6.38,h,6.33,s,5.87,r,5.46,d,4.48,12.02,8.26,5.87,7.06,6.38,5.46,4.04,9.58,7.84,2.97,4.48,2.35,2.6,1.68,,2.17,1.56,2.1,6.33,,English,,2.19,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Schopenhauer,e,12.55,t,9.7,i,8.07,o,7.51,a,7.49,n,7.21,s,6.73,h,5.71,r,5.61,l,4.09,12.55,7.49,6.73,7.21,8.07,5.61,4.09,9.7,7.51,2.66,3.3,3.19,2.34,1.99,,1.64,1.37,2.74,5.71,,English,,1.77,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auguste Renouard,e,12.66,t,9.7,o,7.72,a,7.64,i,7.52,n,6.86,s,6.65,r,6.01,h,5.19,l,4.03,12.66,7.64,6.65,6.86,7.52,6.01,4.03,9.7,7.72,2.94,3.74,3.49,2.48,2.12,,1.71,1.87,2.71,5.19,,English,,1.52,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelius Augustine,e,12.89,t,9.95,o,7.84,i,7.12,a,7.09,h,7.05,s,6.81,n,6.59,r,5.65,d,4.05,12.89,7.09,6.81,6.59,7.12,5.65,3.46,9.95,7.84,2.7,4.05,2.57,2.38,1.61,,1.94,1.71,2.46,7.05,,English,,1.83,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Craig,e,12.31,t,8.93,a,8.12,i,7.71,o,7.53,n,7.05,s,6.5,r,6.34,h,5.95,d,4.03,12.31,8.12,6.5,7.05,7.71,6.34,3.92,8.93,7.53,2.42,4.03,2.91,2.41,2.24,,1.87,1.47,2.57,5.95,,English,,1.54,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayn Rand,e,13.33,t,9.8,o,8.36,a,7.08,n,6.99,h,6.42,r,6.41,s,5.95,i,5.8,d,4.25,13.33,7.08,5.95,6.99,5.8,6.41,3.68,9.8,8.36,3.1,4.25,2.28,1.99,1.43,,1.9,1.55,2.28,6.42,,English,,1.78,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. A. Hathaway,e,12.17,t,8.87,a,8.41,i,7.48,o,7.46,n,7.03,s,6.74,r,6.17,h,5.07,l,3.88,12.17,8.41,6.74,7.03,7.48,6.17,3.88,8.87,7.46,2.75,3.68,3.4,2.17,2.15,,2.16,1.51,2.31,5.07,,English,,1.88,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. L. (Benjamin Leopold) Farjeon,e,12.54,t,8.65,o,7.91,a,7.84,i,7.06,n,6.87,h,6.64,s,6.45,r,6.02,d,4.49,12.54,7.84,6.45,6.87,7.06,6.02,3.8,8.65,7.91,2.9,4.49,2.44,2.57,1.78,,1.78,1.44,2.24,6.64,,English,,1.97,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. M. Bower,e,12.05,t,9.25,a,7.9,o,7.73,n,6.99,i,6.93,h,6.12,r,5.54,s,5.4,l,4.61,12.05,7.9,5.4,6.99,6.93,5.54,4.61,9.25,7.73,2.88,4.35,2.75,2.19,1.9,,2.57,1.91,2.41,6.12,,English,,1.76,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. W. Dyer,e,11.87,t,9.04,o,8.08,a,7.95,r,7.23,i,6.9,n,6.38,s,6.18,h,4.24,u,4.06,11.87,7.95,6.18,6.38,6.9,7.23,3.66,9.04,8.08,4.06,3.31,3.66,2.09,2.15,,2.46,1.85,2.56,4.24,,English,,2.23,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baroness Orczy,e,12.84,t,8.67,a,7.82,o,7.41,h,6.67,n,6.55,i,6.37,s,6.2,r,6.14,d,4.64,12.84,7.82,6.2,6.55,6.37,6.14,4.4,8.67,7.41,3.09,4.64,2.49,2.52,1.69,,2.01,1.42,2.23,6.67,,English,,2.24,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatrix Potter,e,11.8,t,10.21,o,8.4,r,7.39,i,7.17,n,6.84,a,6.79,s,5.09,h,3.88,d,3.74,11.8,6.79,5.09,6.84,7.17,7.39,3.55,10.21,8.4,3.42,3.74,3.48,2.31,2.75,,2.5,1.85,2.35,3.88,,English,,2.0,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bede,e,12.58,t,9.12,o,7.6,a,7.52,i,7.35,h,6.94,n,6.86,s,6.31,r,6.12,d,4.29,12.58,7.52,6.31,6.86,7.35,6.12,3.46,9.12,7.6,2.47,4.29,2.83,2.23,1.7,,1.85,2.0,2.82,6.94,,English,,1.7,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bede Jarrett,e,12.84,t,9.87,o,7.96,i,7.63,n,6.78,s,6.7,a,6.67,h,6.04,r,5.83,l,3.96,12.84,6.67,6.7,6.78,7.63,5.83,3.96,9.87,7.96,2.68,3.56,2.86,2.29,1.9,,2.19,1.52,2.85,6.04,,English,,1.97,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Jonson,e,11.69,t,8.56,o,8.36,a,7.81,i,6.94,s,6.58,r,6.56,n,6.56,h,5.14,l,4.24,11.69,7.81,6.58,6.56,6.94,6.56,4.24,8.56,8.36,3.31,3.63,3.04,2.77,2.09,,1.85,1.68,2.3,5.14,,English,,2.22,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benedict de Spinoza,e,12.85,t,9.24,i,8.72,o,8.14,n,7.31,a,7.16,s,6.44,r,5.76,h,5.58,d,3.74,12.85,7.16,6.44,7.31,8.72,5.76,3.2,9.24,8.14,2.4,3.74,2.99,2.21,1.72,,1.6,1.6,2.92,5.58,,English,,1.69,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Franklin,e,12.26,t,9.19,o,7.82,a,7.65,n,7.4,i,7.33,r,6.13,s,6.04,h,5.5,d,4.21,12.26,7.65,6.04,7.4,7.33,6.13,3.46,9.19,7.82,2.73,4.21,2.75,2.83,2.18,,2.07,1.68,2.44,5.5,,English,,1.93,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Harrow,e,12.96,t,10.5,o,7.95,i,7.53,a,7.43,n,7.09,s,6.43,r,5.94,h,5.22,l,3.7,12.96,7.43,6.43,7.09,7.53,5.94,3.7,10.5,7.95,2.62,3.18,3.3,2.38,2.12,,1.67,1.4,2.62,5.22,,English,,1.75,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Leonard D’Ooge,e,11.63,t,8.13,i,7.55,a,7.4,s,7.09,r,6.66,n,6.63,o,5.56,u,4.56,l,3.85,11.63,7.4,7.09,6.63,7.55,6.66,3.85,8.13,5.56,4.56,3.27,3.43,3.58,2.5,1.73,1.63,1.67,2.18,3.0,,English,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernal Diaz del Castillo,e,12.85,t,9.04,a,8.07,o,7.98,n,6.47,s,6.4,r,6.33,h,6.26,i,6.25,d,4.51,12.85,8.07,6.4,6.47,6.25,6.33,3.6,9.04,7.98,3.05,4.51,2.94,2.66,1.74,,1.64,1.26,2.3,6.26,,English,,1.52,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard Shaw,e,11.87,t,8.97,a,7.83,o,7.75,i,7.16,n,6.73,s,6.28,r,5.91,h,5.61,l,4.54,11.87,7.83,6.28,6.73,7.16,5.91,4.54,8.97,7.75,2.96,3.8,3.05,2.61,2.1,,2.04,1.8,2.19,5.61,,English,,2.3,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertha Upton,e,11.78,t,9.56,o,8.22,i,7.14,a,7.04,r,7.02,n,6.65,s,5.62,h,4.39,l,4.02,11.78,7.04,5.62,6.65,7.14,7.02,4.02,9.56,8.22,3.27,3.68,3.27,2.23,2.65,,2.88,1.69,2.24,4.39,,English,,2.1,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand Russell,e,12.93,t,9.91,i,7.79,a,7.64,o,7.54,s,6.99,n,6.94,r,5.53,h,5.4,l,3.71,12.93,7.64,6.99,6.94,7.79,5.53,3.71,9.91,7.54,2.72,2.91,3.52,2.4,2.07,,1.71,1.66,2.43,5.4,,English,,1.8,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand W. Sinclair,e,12.07,t,9.21,o,8.32,a,7.45,i,6.73,n,6.56,r,6.39,s,5.59,h,5.55,d,4.46,12.07,7.45,5.59,6.56,6.73,6.39,4.33,9.21,8.32,3.05,4.46,3.05,2.19,1.96,,2.22,1.82,2.38,5.55,,English,,1.91,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill o'th' Hoylus End,e,12.46,t,9.17,a,8.28,o,7.68,n,6.92,i,6.85,r,5.93,h,5.9,s,5.71,d,4.39,12.46,8.28,5.71,6.92,6.85,5.93,4.01,9.17,7.68,2.48,4.39,2.66,2.74,1.89,,2.14,1.59,2.27,5.9,,English,,1.95,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bjornstjerne Bjornson,e,13.58,t,9.31,a,7.9,h,7.78,o,7.39,n,6.38,s,6.32,i,6.25,r,5.91,d,4.5,13.58,7.9,6.32,6.38,6.25,5.91,3.77,9.31,7.39,2.65,4.5,2.26,2.35,1.53,,1.96,1.49,2.21,7.78,,English,,1.73,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaise Pascal,e,12.67,t,9.87,i,7.7,o,7.67,a,7.21,s,7.14,n,6.79,h,6.55,r,5.47,l,3.83,12.67,7.21,7.14,6.79,7.7,5.47,3.83,9.87,7.67,2.89,3.49,2.78,2.44,1.8,,1.68,1.45,2.37,6.55,,English,,1.68,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Evans and Chris Dulabone,e,12.24,t,9.24,a,8.15,o,8.09,i,6.76,n,6.29,h,6.1,r,5.77,s,5.68,l,4.38,12.24,8.15,5.68,6.29,6.76,5.77,4.38,9.24,8.09,3.02,4.11,2.56,2.64,1.7,,2.19,1.58,2.02,6.1,,English,,2.34,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boethius,e,12.69,t,9.77,o,7.9,i,7.36,s,7.22,n,7.01,a,6.62,h,6.53,r,5.65,l,3.66,12.69,6.62,7.22,7.01,7.36,5.65,3.66,9.77,7.9,2.93,3.59,2.72,2.18,1.84,,1.93,1.46,2.62,6.53,,English,,1.88,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booker T. Washington,e,12.81,t,10.03,o,8.15,a,7.79,n,7.13,i,6.83,h,6.0,s,5.93,r,5.86,d,3.97,12.81,7.79,5.93,7.13,6.83,5.86,3.53,10.03,8.15,2.68,3.97,2.67,2.73,1.88,,2.08,1.34,2.44,6.0,,English,,1.69,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boy Scouts of America,e,11.86,t,9.54,o,8.13,a,7.87,n,6.94,i,6.94,s,6.69,r,6.34,h,5.39,l,4.17,11.86,7.87,6.69,6.94,6.94,6.34,4.17,9.54,8.13,2.84,3.75,3.02,2.23,1.9,,2.09,1.83,2.55,5.39,,English,,1.71,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boyd Cable (Ernest Andrew Ewart),e,12.47,t,9.73,a,8.14,o,7.36,n,7.32,i,6.43,h,6.32,r,5.93,s,5.81,d,4.54,12.47,8.14,5.81,7.32,6.43,5.93,3.96,9.73,7.36,2.73,4.54,2.47,2.36,1.87,,2.51,1.62,2.3,6.32,,English,,1.79,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bram Stoker,e,12.48,t,9.15,a,8.15,o,7.83,n,6.8,h,6.72,i,6.63,s,6.15,r,5.6,d,4.5,12.48,8.15,6.15,6.8,6.63,5.6,4.02,9.15,7.83,2.78,4.5,2.21,2.72,1.5,,2.05,1.42,2.25,6.72,,English,,1.94,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Whitlock,e,12.54,t,9.18,a,7.94,o,7.67,i,6.99,h,6.96,n,6.95,s,6.06,r,5.56,d,4.69,12.54,7.94,6.06,6.95,6.99,5.56,4.17,9.18,7.67,2.52,4.69,2.39,2.46,1.71,,2.25,1.35,2.13,6.96,,English,,1.84,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronislaw Malinowski,e,12.17,t,9.35,a,8.81,i,7.75,o,7.44,n,7.02,s,6.41,h,5.62,r,5.58,l,4.21,12.17,8.81,6.41,7.02,7.75,5.58,4.21,9.35,7.44,2.7,3.4,3.03,2.54,1.78,,2.01,1.6,2.48,5.62,,English,,1.63,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother Lawrence,e,12.42,t,9.26,o,8.26,i,7.57,a,6.91,n,6.51,r,6.21,s,6.17,h,5.41,l,3.9,12.42,6.91,6.17,6.51,7.57,6.21,3.9,9.26,8.26,2.99,3.87,2.93,2.61,1.94,,2.19,1.39,2.82,5.41,,English,,2.17,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burford Delannoy,e,12.96,t,9.6,a,7.86,o,7.81,h,6.97,n,6.75,i,6.55,s,5.82,r,5.45,d,4.74,12.96,7.86,5.82,6.75,6.55,5.45,3.88,9.6,7.81,2.84,4.74,2.26,2.29,1.82,,2.05,1.47,2.15,6.97,,English,,1.87,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. C. Long,e,12.03,t,9.14,o,8.26,a,7.66,i,6.97,s,6.81,n,6.53,r,6.43,h,5.55,l,4.61,12.03,7.66,6.81,6.53,6.97,6.43,4.61,9.14,8.26,2.97,3.72,2.56,2.24,1.89,,2.0,1.37,2.33,5.55,,English,,1.72,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Collodi--Pseudonym of Carlo Lorenzini,e,12.17,t,9.05,o,8.67,a,7.93,i,7.0,h,6.67,n,6.54,s,5.41,r,5.4,d,4.48,12.17,7.93,5.41,6.54,7.0,5.4,3.96,9.05,8.67,2.67,4.48,2.6,2.54,1.87,,2.11,1.46,2.27,6.67,,English,,2.29,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. G. Jung,e,12.36,t,9.42,i,7.94,o,7.73,a,7.23,s,6.86,n,6.83,h,6.35,r,5.86,l,3.86,12.36,7.23,6.86,6.83,7.94,5.86,3.86,9.42,7.73,2.59,3.41,3.08,2.58,1.93,,1.85,1.41,2.66,6.35,,English,,1.58,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
